region,category,parameter,mode,powertrain,year,unit,value,percentage
EU27,Historical,EV sales share,Buses,EV,2023,percent,15,"1500,00%"
EU27,Historical,EV stock,Buses,FCEV,2023,Vehicles,360,"36000,00%"
EU27,Historical,EV sales,Buses,FCEV,2023,Vehicles,150,"15000,00%"
EU27,Historical,EV charging points,EV,Publicly available slow,2023,charging points,510000,"51000000,00%"
EU27,Historical,EV sales,Vans,PHEV,2023,Vehicles,2200,"220000,00%"
EU27,Historical,EV stock,Buses,PHEV,2023,Vehicles,810,"81000,00%"
EU27,Historical,EV stock,Vans,FCEV,2023,Vehicles,370,"37000,00%"
EU27,Historical,EV sales,Vans,FCEV,2023,Vehicles,58,"5800,00%"
EU27,Historical,EV stock,Vans,BEV,2023,Vehicles,310000,"31000000,00%"
EU27,Historical,EV sales,Vans,BEV,2023,Vehicles,110000,"11000000,00%"
EU27,Historical,EV sales,Buses,PHEV,2023,Vehicles,160,"16000,00%"
EU27,Historical,EV stock,Buses,BEV,2023,Vehicles,16000,"1600000,00%"
EU27,Historical,EV sales,Buses,BEV,2023,Vehicles,5200,"520000,00%"
EU27,Historical,EV stock share,Trucks,EV,2023,percent,280.000.001.192.093,"28000000119209300,00%"
EU27,Historical,EV sales share,Trucks,EV,2023,percent,229.999.995.231.628,"22999999523162800,00%"
EU27,Historical,EV stock,Cars,FCEV,2023,Vehicles,4700,"470000,00%"
EU27,Historical,EV sales,Cars,FCEV,2023,Vehicles,770,"77000,00%"
EU27,Historical,EV stock,Cars,BEV,2023,Vehicles,4600000,"460000000,00%"
EU27,Historical,EV sales,Cars,BEV,2023,Vehicles,1600000,"160000000,00%"
EU27,Historical,EV stock,Vans,PHEV,2023,Vehicles,8400,"840000,00%"
EU27,Historical,EV charging points,EV,Publicly available fast,2023,charging points,82000,"8200000,00%"
EU27,Historical,EV stock,Trucks,BEV,2023,Vehicles,14000,"1400000,00%"
EU27,Historical,EV stock,Trucks,FCEV,2023,Vehicles,71,"7100,00%"
EU27,Historical,EV sales,Trucks,PHEV,2023,Vehicles,38,"3800,00%"
EU27,Historical,EV sales,Trucks,FCEV,2023,Vehicles,19,"1900,00%"
EU27,Historical,EV stock,Trucks,PHEV,2023,Vehicles,100,"10000,00%"
Europe,Projection-APS,EV sales,Vans,PHEV,2023,Vehicles,2400,"240000,00%"
Europe,Projection-APS,EV stock,Vans,BEV,2023,Vehicles,420000,"42000000,00%"
Europe,Projection-APS,EV sales,Vans,BEV,2023,Vehicles,150000,"15000000,00%"
Europe,Projection-APS,EV stock,Buses,PHEV,2023,Vehicles,1200,"120000,00%"
Europe,Projection-APS,EV sales,Buses,PHEV,2023,Vehicles,160,"16000,00%"
Europe,Projection-APS,EV stock,Buses,FCEV,2023,Vehicles,560,"56000,00%"
Europe,Projection-APS,EV sales,Buses,FCEV,2023,Vehicles,210,"21000,00%"
Europe,Projection-APS,EV stock,Buses,BEV,2023,Vehicles,22000,"2200000,00%"
Europe,Projection-APS,EV sales,Buses,BEV,2023,Vehicles,8300,"830000,00%"
Europe,Projection-APS,EV sales,Trucks,PHEV,2023,Vehicles,38,"3800,00%"
Europe,Projection-APS,EV stock,Trucks,FCEV,2023,Vehicles,150,"15000,00%"
Europe,Projection-APS,EV sales,Trucks,FCEV,2023,Vehicles,19,"1900,00%"
Europe,Projection-APS,EV stock,Trucks,BEV,2023,Vehicles,18000,"1800000,00%"
Europe,Projection-APS,EV sales,Trucks,BEV,2023,Vehicles,11000,"1100000,00%"
Europe,Projection-APS,EV stock,Cars,PHEV,2023,Vehicles,4500000,"450000000,00%"
Europe,Projection-APS,EV sales,Cars,PHEV,2023,Vehicles,1100000,"110000000,00%"
Europe,Projection-APS,EV stock,Cars,FCEV,2023,Vehicles,5500,"550000,00%"
Europe,Projection-APS,EV stock,Trucks,PHEV,2023,Vehicles,100,"10000,00%"
Europe,Projection-APS,EV sales,Cars,FCEV,2023,Vehicles,820,"82000,00%"
Europe,Projection-APS,EV stock,Cars,BEV,2023,Vehicles,6700000,"670000000,00%"
Europe,Projection-APS,EV sales,Cars,BEV,2023,Vehicles,2200000,"220000000,00%"
Europe,Projection-APS,EV stock,Vans,PHEV,2023,Vehicles,12000,"1200000,00%"
Europe,Projection-APS,EV stock,Vans,FCEV,2023,Vehicles,380,"38000,00%"
Europe,Projection-APS,EV sales,Vans,FCEV,2023,Vehicles,58,"5800,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available fast,2023,charging points,110000,"11000000,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2023,charging points,590000,"59000000,00%"
Europe,Projection-APS,Electricity demand,Buses,EV,2023,GWh,1500,"150000,00%"
Europe,Projection-APS,Electricity demand,Trucks,EV,2023,GWh,1700,"170000,00%"
Europe,Projection-APS,Electricity demand,Vans,EV,2023,GWh,4100,"410000,00%"
Europe,Projection-APS,Electricity demand,Cars,EV,2023,GWh,29000,"2900000,00%"
Europe,Projection-APS,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,6.000.000.052.154,"600000005215400,00%"
Europe,Projection-APS,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,7.000.000.216.067,"700000021606700,00%"
Europe,Projection-APS,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,20.999.999.716.878,"2099999971687800,00%"
Europe,Projection-APS,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,170.000.001.788.139,"17000000178813900,00%"
Europe,Projection-APS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",350,"35000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",410,"41000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",1200,"120000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",10000,"1000000,00%"
Europe,Projection-APS,EV charging points,EV,Publicly available fast,2023,charging points,110000,"11000000,00%"
Europe,Projection-APS,EV charging points,EV,Publicly available slow,2023,charging points,590000,"59000000,00%"
Europe,Historical,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,6.000.000.052.154,"600000005215400,00%"
Europe,Historical,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,7.000.000.216.067,"700000021606700,00%"
Europe,Historical,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,20.999.999.716.878,"2099999971687800,00%"
Europe,Historical,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,170.000.001.788.139,"17000000178813900,00%"
Europe,Historical,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",350,"35000,00%"
Europe,Historical,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",410,"41000,00%"
Europe,Historical,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",1200,"120000,00%"
Europe,Historical,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",10000,"1000000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Buses,EV,2023,Milion barrels per day,6.000.000.052.154,"600000005215400,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2023,Milion barrels per day,7.000.000.216.067,"700000021606700,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Vans,EV,2023,Milion barrels per day,20.999.999.716.878,"2099999971687800,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2023,Milion barrels per day,170.000.001.788.139,"17000000178813900,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2023,"Oil displacement, million lge",350,"35000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2023,"Oil displacement, million lge",410,"41000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",1200,"120000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2023,"Oil displacement, million lge",10000,"1000000,00%"
Europe,Historical,EV stock share,Trucks,EV,2023,percent,239.999.994.635.582,"23999999463558200,00%"
Europe,Historical,EV sales share,Trucks,EV,2023,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Historical,EV stock share,Cars,EV,2023,percent,379.999.995.231.628,"37999999523162800,00%"
Europe,Historical,EV charging points,EV,Publicly available slow,2023,charging points,590000,"59000000,00%"
Europe,Historical,EV charging points,EV,Publicly available fast,2023,charging points,110000,"11000000,00%"
Europe,Projection-APS,EV stock share,Trucks,EV,2023,percent,239.999.994.635.582,"23999999463558200,00%"
Europe,Projection-APS,EV sales share,Trucks,EV,2023,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Projection-APS,EV sales share,Cars,EV,2023,percent,21,"2100,00%"
Europe,Projection-APS,EV stock share,Vans,EV,2023,percent,110.000.002.384.186,"11000000238418600,00%"
Europe,Projection-APS,EV sales share,Vans,EV,2023,percent,719.999.980.926.514,"71999998092651400,00%"
Europe,Projection-APS,EV stock share,Buses,EV,2023,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Projection-APS,EV stock share,Cars,EV,2023,percent,379.999.995.231.628,"37999999523162800,00%"
Europe,Projection-APS,EV sales share,Buses,EV,2023,percent,14,"1400,00%"
Europe,Historical,EV sales share,Cars,EV,2023,percent,21,"2100,00%"
Europe,Historical,EV sales share,Buses,EV,2023,percent,14,"1400,00%"
Europe,Historical,EV stock share,Vans,EV,2023,percent,110.000.002.384.186,"11000000238418600,00%"
Europe,Historical,EV sales share,Vans,EV,2023,percent,719.999.980.926.514,"71999998092651400,00%"
Europe,Historical,EV stock share,Buses,EV,2023,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Projection-STEPS,EV sales share,Trucks,EV,2023,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Projection-STEPS,EV stock share,Trucks,EV,2023,percent,239.999.994.635.582,"23999999463558200,00%"
Europe,Projection-STEPS,EV stock share,Cars,EV,2023,percent,379.999.995.231.628,"37999999523162800,00%"
Europe,Projection-STEPS,EV sales share,Cars,EV,2023,percent,21,"2100,00%"
Europe,Projection-STEPS,EV stock share,Vans,EV,2023,percent,110.000.002.384.186,"11000000238418600,00%"
Europe,Projection-STEPS,EV sales share,Vans,EV,2023,percent,719.999.980.926.514,"71999998092651400,00%"
Europe,Projection-STEPS,EV sales share,Buses,EV,2023,percent,14,"1400,00%"
Europe,Projection-STEPS,EV stock share,Buses,EV,2023,percent,160.000.002.384.186,"16000000238418600,00%"
Europe,Projection-STEPS,EV sales,Trucks,PHEV,2023,Vehicles,38,"3800,00%"
Europe,Projection-STEPS,EV stock,Trucks,PHEV,2023,Vehicles,100,"10000,00%"
Europe,Projection-STEPS,EV stock,Trucks,FCEV,2023,Vehicles,150,"15000,00%"
Europe,Projection-STEPS,EV sales,Trucks,FCEV,2023,Vehicles,19,"1900,00%"
Europe,Projection-STEPS,EV stock,Trucks,BEV,2023,Vehicles,18000,"1800000,00%"
Europe,Projection-STEPS,EV sales,Trucks,BEV,2023,Vehicles,11000,"1100000,00%"
Europe,Projection-STEPS,EV stock,Cars,PHEV,2023,Vehicles,4500000,"450000000,00%"
Europe,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,1100000,"110000000,00%"
Europe,Projection-STEPS,EV stock,Cars,FCEV,2023,Vehicles,5500,"550000,00%"
Europe,Projection-STEPS,EV sales,Cars,FCEV,2023,Vehicles,820,"82000,00%"
Europe,Projection-STEPS,EV stock,Buses,PHEV,2023,Vehicles,1200,"120000,00%"
Europe,Projection-STEPS,EV sales,Buses,PHEV,2023,Vehicles,160,"16000,00%"
Europe,Projection-STEPS,EV stock,Buses,FCEV,2023,Vehicles,560,"56000,00%"
Europe,Projection-STEPS,EV sales,Buses,FCEV,2023,Vehicles,210,"21000,00%"
Europe,Projection-STEPS,EV stock,Buses,BEV,2023,Vehicles,22000,"2200000,00%"
Europe,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,8300,"830000,00%"
Europe,Projection-STEPS,EV stock,Cars,BEV,2023,Vehicles,6700000,"670000000,00%"
Europe,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,2200000,"220000000,00%"
Europe,Projection-STEPS,EV stock,Vans,PHEV,2023,Vehicles,12000,"1200000,00%"
Europe,Projection-STEPS,EV sales,Vans,PHEV,2023,Vehicles,2400,"240000,00%"
Europe,Projection-STEPS,EV stock,Vans,BEV,2023,Vehicles,420000,"42000000,00%"
Europe,Projection-STEPS,EV sales,Vans,BEV,2023,Vehicles,150000,"15000000,00%"
Europe,Projection-STEPS,EV stock,Vans,FCEV,2023,Vehicles,380,"38000,00%"
Europe,Projection-STEPS,EV sales,Vans,FCEV,2023,Vehicles,58,"5800,00%"
Europe,Historical,EV stock,Trucks,BEV,2023,Vehicles,18000,"1800000,00%"
Europe,Historical,EV stock,Trucks,FCEV,2023,Vehicles,150,"15000,00%"
Europe,Historical,EV stock,Trucks,PHEV,2023,Vehicles,100,"10000,00%"
Europe,Historical,EV sales,Trucks,PHEV,2023,Vehicles,38,"3800,00%"
Europe,Historical,EV sales,Trucks,FCEV,2023,Vehicles,19,"1900,00%"
Europe,Historical,Electricity demand,Buses,EV,2023,GWh,1500,"150000,00%"
Europe,Historical,Electricity demand,Trucks,EV,2023,GWh,1700,"170000,00%"
Europe,Historical,Electricity demand,Vans,EV,2023,GWh,4100,"410000,00%"
Europe,Historical,Electricity demand,Cars,EV,2023,GWh,29000,"2900000,00%"
Europe,Projection-STEPS,Electricity demand,Buses,EV,2023,GWh,1500,"150000,00%"
Europe,Projection-STEPS,Electricity demand,Trucks,EV,2023,GWh,1700,"170000,00%"
Europe,Projection-STEPS,Electricity demand,Vans,EV,2023,GWh,4100,"410000,00%"
Europe,Projection-STEPS,Electricity demand,Cars,EV,2023,GWh,29000,"2900000,00%"
Europe,Historical,EV sales,Trucks,BEV,2023,Vehicles,11000,"1100000,00%"
Europe,Historical,EV stock,Cars,PHEV,2023,Vehicles,4500000,"450000000,00%"
Europe,Historical,EV sales,Cars,PHEV,2023,Vehicles,1100000,"110000000,00%"
Europe,Historical,EV stock,Cars,FCEV,2023,Vehicles,5500,"550000,00%"
Europe,Historical,EV sales,Cars,FCEV,2023,Vehicles,820,"82000,00%"
Europe,Historical,EV stock,Cars,BEV,2023,Vehicles,6700000,"670000000,00%"
Europe,Historical,EV sales,Cars,BEV,2023,Vehicles,2200000,"220000000,00%"
Europe,Historical,EV stock,Vans,PHEV,2023,Vehicles,12000,"1200000,00%"
Europe,Historical,EV sales,Vans,PHEV,2023,Vehicles,2400,"240000,00%"
Europe,Historical,EV stock,Vans,FCEV,2023,Vehicles,380,"38000,00%"
Europe,Historical,EV stock,Vans,BEV,2023,Vehicles,420000,"42000000,00%"
Europe,Historical,EV sales,Vans,FCEV,2023,Vehicles,58,"5800,00%"
Europe,Historical,EV sales,Buses,PHEV,2023,Vehicles,160,"16000,00%"
Europe,Historical,EV stock,Buses,FCEV,2023,Vehicles,560,"56000,00%"
Europe,Historical,EV stock,Buses,PHEV,2023,Vehicles,1200,"120000,00%"
Europe,Historical,EV sales,Vans,BEV,2023,Vehicles,150000,"15000000,00%"
Europe,Historical,EV sales,Buses,FCEV,2023,Vehicles,210,"21000,00%"
Europe,Historical,EV stock,Buses,BEV,2023,Vehicles,22000,"2200000,00%"
Europe,Historical,EV sales,Buses,BEV,2023,Vehicles,8300,"830000,00%"
Finland,Historical,EV stock share,Buses,EV,2023,percent,580.000.019.073.486,"58000001907348600,00%"
Finland,Historical,EV sales share,Vans,EV,2023,percent,15,"1500,00%"
Finland,Historical,EV sales share,Cars,EV,2023,percent,54,"5400,00%"
Finland,Historical,EV stock share,Vans,EV,2023,percent,110.000.002.384.186,"11000000238418600,00%"
Finland,Historical,EV sales share,Trucks,EV,2023,percent,189.999.997.615.814,"18999999761581400,00%"
Finland,Historical,EV stock share,Cars,EV,2023,percent,810.000.038.146.973,"81000003814697300,00%"
Finland,Historical,EV stock share,Trucks,EV,2023,percent,119.999.997.317.791,"11999999731779100,00%"
Finland,Historical,EV sales share,Buses,EV,2023,percent,43,"4300,00%"
Finland,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2800,"280000,00%"
Finland,Historical,EV charging points,EV,Publicly available slow,2023,charging points,9300,"930000,00%"
Finland,Historical,EV sales,Vans,BEV,2023,Vehicles,1600,"160000,00%"
Finland,Historical,EV stock,Buses,PHEV,2023,Vehicles,2,"200,00%"
Finland,Historical,EV sales,Vans,PHEV,2023,Vehicles,14,"1400,00%"
Finland,Historical,EV stock,Vans,BEV,2023,Vehicles,3200,"320000,00%"
Finland,Historical,EV stock,Buses,BEV,2023,Vehicles,640,"64000,00%"
Finland,Historical,EV sales,Buses,BEV,2023,Vehicles,110,"11000,00%"
Finland,Historical,EV stock,Cars,PHEV,2023,Vehicles,140000,"14000000,00%"
Finland,Historical,EV sales,Trucks,BEV,2023,Vehicles,76,"7600,00%"
Finland,Historical,EV stock,Trucks,BEV,2023,Vehicles,110,"11000,00%"
Finland,Historical,EV sales,Cars,PHEV,2023,Vehicles,18000,"1800000,00%"
Finland,Historical,EV stock,Vans,PHEV,2023,Vehicles,290,"29000,00%"
Finland,Historical,EV stock,Cars,FCEV,2023,Vehicles,2,"200,00%"
Finland,Historical,EV sales,Cars,BEV,2023,Vehicles,30000,"3000000,00%"
Finland,Historical,EV stock,Cars,BEV,2023,Vehicles,84000,"8400000,00%"
France,Historical,EV sales share,Trucks,EV,2023,percent,619.999.980.926.514,"61999998092651400,00%"
France,Historical,EV stock share,Trucks,EV,2023,percent,600.000.023.841.858,"60000002384185800,00%"
France,Historical,EV stock share,Cars,EV,2023,percent,409.999.990.463.257,"40999999046325700,00%"
France,Historical,EV sales share,Cars,EV,2023,percent,25,"2500,00%"
France,Historical,EV stock,Buses,BEV,2023,Vehicles,2100,"210000,00%"
France,Historical,EV sales,Buses,FCEV,2023,Vehicles,22,"2200,00%"
France,Historical,EV stock,Buses,FCEV,2023,Vehicles,23,"2300,00%"
France,Historical,EV stock,Buses,PHEV,2023,Vehicles,3,"300,00%"
France,Historical,EV sales,Vans,BEV,2023,Vehicles,30000,"3000000,00%"
France,Historical,EV stock,Vans,BEV,2023,Vehicles,81000,"8100000,00%"
France,Historical,EV stock share,Vans,EV,2023,percent,129.999.995.231.628,"12999999523162800,00%"
France,Historical,EV sales share,Vans,EV,2023,percent,759.999.990.463.257,"75999999046325700,00%"
France,Historical,EV stock share,Buses,EV,2023,percent,229.999.995.231.628,"22999999523162800,00%"
France,Historical,EV sales share,Buses,EV,2023,percent,13,"1300,00%"
France,Historical,EV stock,Cars,BEV,2023,Vehicles,980000,"98000000,00%"
France,Historical,EV sales,Cars,BEV,2023,Vehicles,310000,"31000000,00%"
France,Historical,EV sales,Cars,FCEV,2023,Vehicles,310,"31000,00%"
France,Historical,EV stock,Cars,FCEV,2023,Vehicles,890,"89000,00%"
France,Historical,EV stock,Vans,PHEV,2023,Vehicles,1600,"160000,00%"
France,Historical,EV stock,Vans,FCEV,2023,Vehicles,290,"29000,00%"
France,Historical,EV sales,Vans,PHEV,2023,Vehicles,220,"22000,00%"
France,Historical,EV stock,Trucks,BEV,2023,Vehicles,3700,"370000,00%"
France,Historical,EV sales,Trucks,FCEV,2023,Vehicles,1,"100,00%"
France,Historical,EV stock,Trucks,FCEV,2023,Vehicles,1,"100,00%"
France,Historical,EV stock,Trucks,PHEV,2023,Vehicles,10,"1000,00%"
France,Historical,EV sales,Trucks,BEV,2023,Vehicles,3200,"320000,00%"
France,Historical,EV stock,Cars,PHEV,2023,Vehicles,590000,"59000000,00%"
France,Historical,EV sales,Cars,PHEV,2023,Vehicles,160000,"16000000,00%"
France,Historical,EV sales,Buses,BEV,2023,Vehicles,740,"74000,00%"
France,Historical,EV charging points,EV,Publicly available fast,2023,charging points,20000,"2000000,00%"
France,Historical,EV charging points,EV,Publicly available slow,2023,charging points,98000,"9800000,00%"
Germany,Historical,EV sales,Trucks,BEV,2023,Vehicles,2200,"220000,00%"
Germany,Historical,EV stock,Cars,PHEV,2023,Vehicles,1000000,"100000000,00%"
Germany,Historical,EV stock,Trucks,BEV,2023,Vehicles,6100,"610000,00%"
Germany,Historical,EV sales,Trucks,FCEV,2023,Vehicles,8,"800,00%"
Germany,Historical,EV stock,Trucks,FCEV,2023,Vehicles,8,"800,00%"
Germany,Historical,EV sales,Trucks,PHEV,2023,Vehicles,4,"400,00%"
Germany,Historical,EV stock,Trucks,PHEV,2023,Vehicles,4,"400,00%"
Germany,Historical,EV sales share,Trucks,EV,2023,percent,229.999.995.231.628,"22999999523162800,00%"
Germany,Historical,EV stock share,Cars,EV,2023,percent,540.000.009.536.743,"54000000953674300,00%"
Germany,Historical,EV sales share,Cars,EV,2023,percent,24,"2400,00%"
Germany,Historical,EV stock share,Trucks,EV,2023,percent,649.999.976.158.142,"64999997615814200,00%"
Germany,Historical,EV stock share,Vans,EV,2023,percent,279.999.995.231.628,"27999999523162800,00%"
